        0,        5, 9.53674315e-09, 9.53672497e-06, -5.00499046, 1.90734863e-12,
1.90734863e-12,        5, 1.90734863e-08, 1.90734318e-05, -5.00498093, 3.81469727e-12,
5.7220459e-12,        5, 3.81469725e-08, 3.81467726e-05, -5.00496185, 7.62939453e-12,
1.33514404e-11,        5, 7.62939445e-08, 7.62931632e-05, -5.00492371, 1.52587891e-11,
2.86102295e-11,        5, 1.52587888e-07, 0.00015258478, -5.00484742, 3.05175781e-11,
5.91278076e-11,        5, 3.05175769e-07, 0.000305163358, -5.00469484, 6.10351562e-11,
1.20162964e-10,        5, 6.10352579e-07, 0.000610306728, -5.00438969, 1.22070312e-10,
2.42233276e-10,        5, 1.22070308e-06, 0.00122055528, -5.00377944, 1.22070312e-10,
3.64303589e-10,        5, 1.83104183e-06, 0.00183073611, -5.00316926, 1.22070312e-10,
4.86373901e-10,        5, 2.44138035e-06, 0.00244082534, -5.00255917, 2.44140625e-10,
7.30514526e-10,        5, 3.66209408e-06, 0.00366073358, -5.00133926, 2.44140625e-10,
9.74655151e-10,        5, 4.8828348e-06, 0.00488036172, -5.00011963, 2.44140625e-10,
1.21879578e-09,        5, 6.1035511e-06, 0.00609974537, -4.99890025, 4.8828125e-10,
1.70707703e-09,        5, 8.5448744e-06, 0.00853767234, -4.99646232, 4.8828125e-10,
2.19535828e-09,        5, 1.0986199e-05, 0.0109743055, -4.99402568, 9.765625e-10,
3.17192078e-09,        5, 1.58692715e-05, 0.0158436186, -4.98915637, 9.765625e-10,
4.14848328e-09,        5, 2.07525705e-05, 0.0207083062, -4.98429167, 9.765625e-10,
5.12504578e-09,        5, 2.56354929e-05, 0.0255686978, -4.97943128, 1.953125e-09,
7.07817078e-09,        5, 3.54000069e-05, 0.0352757637, -4.9697242, 1.953125e-09,
9.03129578e-09,        5, 4.5164629e-05, 0.0449629905, -4.96003696, 1.953125e-09,
1.09844208e-08,        5, 5.49305178e-05, 0.0546305581, -4.95036939, 1.953125e-09,
1.29375458e-08,        5, 6.46968014e-05, 0.0642796007, -4.94072033, 1.953125e-09,
1.48906708e-08,        5, 7.44624987e-05, 0.0739104118, -4.93108951, 3.90625e-09,
1.87969208e-08,        5, 9.39918624e-05, 0.0931160844, -4.91188382, 3.90625e-09,
2.27031708e-08,        5, 0.000113521588, 0.112245869, -4.89275402, 3.90625e-09,
2.66094208e-08,        5, 0.000133053235, 0.13130056, -4.87369931, 3.90625e-09,
3.05156708e-08,        5, 0.000152585224, 0.150281532, -4.85471832, 3.90625e-09,
3.44219208e-08,        5, 0.000172116068, 0.169189033, -4.83581079, 3.90625e-09,
3.83281708e-08,        5, 0.000191646137, 0.188022842, -4.81697697, 3.90625e-09,
4.22344208e-08,        5, 0.000211176356,  0.206783, -4.79821679, 7.8125e-09,
5.00469208e-08,        5, 0.00025023827, 0.244083769, -4.76091598, 7.8125e-09,
5.78594208e-08,        5, 0.000289300258, 0.281094686, -4.72390503, 7.8125e-09,
6.56719208e-08,        5, 0.000328360335, 0.317818024, -4.68718165, 7.8125e-09,
7.34844208e-08,        5, 0.000367419166, 0.354255372, -4.65074426, 7.8125e-09,
8.12969208e-08,        5, 0.000406478011, 0.390408634, -4.61459096, 7.8125e-09,
8.91094208e-08,        5, 0.000445537353, 0.426280532, -4.57871902, 7.8125e-09,
9.69219208e-08,        5, 0.00048459668, 0.461873604, -4.54312591, 7.8125e-09,
1.04734421e-07,        5, 0.000523655496, 0.497189888, -4.50780959, 1.5625e-08,
1.20359421e-07,        5, 0.000601771212, 0.56699967, -4.43799973, 1.5625e-08,
1.35984421e-07,        5, 0.000679884898, 0.635725681, -4.36927364, 1.5625e-08,
1.51609421e-07,        5, 0.000757998187, 0.703386317, -4.30161293, 1.5625e-08,
1.67234421e-07,        5, 0.000836111101, 0.769999056, -4.23500011, 1.5625e-08,
1.82859421e-07,        5, 0.000914223049, 0.835579839, -4.16941925, 1.5625e-08,
1.98484421e-07,        5, 0.000992333283, 0.900143556, -4.10485545, 1.5625e-08,
2.14109421e-07,        5, 0.00107044211, 0.963705919, -4.04129301, 3.125e-08,
2.45359421e-07,        5, 0.00122665671, 1.08788959, -3.91710918, 3.125e-08,
2.76609421e-07,        5, 0.00138286718, 1.20825346, -3.79674516, 3.125e-08,
3.07859421e-07,        5, 0.00153907167, 1.32491374, -3.68008472, 3.125e-08,
3.39109421e-07,        5, 0.00169527079, 1.43798431, -3.56701399, 3.125e-08,
3.70359421e-07,        5, 0.00185146558, 1.5475762, -3.45742195, 3.125e-08,
4.01609421e-07,        5, 0.00200765614, 1.6537967, -3.35120129, 3.125e-08,
4.32859421e-07,        5, 0.0021638421, 1.75674943, -3.24824841, 3.125e-08,
4.64109421e-07,        5, 0.00232002197, 1.85653375, -3.14846393, 3.125e-08,
4.95359421e-07,        5, 0.00247619659, 1.95324774, -3.05174979,  6.25e-08,
5.57859421e-07,        5, 0.00278853514, 2.13784342, -2.8671538,  6.25e-08,
6.20359421e-07,        5, 0.0031008555, 2.31125605, -2.69374085,  6.25e-08,
6.82859421e-07,        5, 0.00341315386, 2.47416022, -2.53083637,  6.25e-08,
7.45359421e-07,        5, 0.00372543027, 2.62719266, -2.37780361,  6.25e-08,
8.07859421e-07,        5, 0.00403768753, 2.77095366, -2.2340423,  6.25e-08,
8.70359421e-07,        5, 0.00434992725, 2.90600598, -2.09898967,  6.25e-08,
9.32859421e-07,        5, 0.00466214698, 3.03287565, -1.97211969,  6.25e-08,
9.95359421e-07,        5, 0.00497434648, 3.15205807, -1.85293696,  6.25e-08,
1.05785942e-06,        5, 0.00528652664, 3.26401967, -1.74097504,  6.25e-08,
1.12035942e-06,        5, 0.0055986876, 3.36919812, -1.63579628,  6.25e-08,
1.18285942e-06,        5, 0.0059108298, 3.46800466, -1.53698943,  6.25e-08,
1.24535942e-06,        5, 0.00622295614, 3.56082671, -1.44416707,  6.25e-08,
1.30785942e-06,        5, 0.00653506332, 3.64802511, -1.35696835,  6.25e-08,
1.37035942e-06,        5, 0.00684714585, 3.72993754, -1.27505562,  6.25e-08,
1.43285942e-06,        5, 0.00715920459, 3.80688474, -1.1981081,  6.25e-08,
1.49535942e-06,        5, 0.00747124374, 3.87916996, -1.12582257,  6.25e-08,
1.55785942e-06,        5, 0.00778326822, 3.94707835, -1.05791386,  6.25e-08,
1.62035942e-06,        5, 0.0080952806, 4.01087598, -0.994115928,  6.25e-08,
1.68285942e-06,        5, 0.00840727366, 4.07080832, -0.934183276,  6.25e-08,
